age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,recent_contact,financial_risk,economic_index,demographic
37,3,1,3,0,0,0,0,0,2,210.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,44.0
38,3,0,4,0,1,0,1,0,1,418.0,3,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0.0,1.0,1066.6697000000001,45.0
52,4,0,3,0,1,1,0,1,3,138.0,3,999,0,0,1.4,94.465,-41.8,4.955,5228.1,0.0,2.0,1094.3390000000002,59.0
40,10,0,3,0,1,0,0,1,2,103.0,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,1.0,1094.3402,53.0
52,2,0,2,0,1,0,0,0,3,152.0,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0.0,1.0,1086.655,56.0
43,3,0,5,0,0,1,0,0,1,11.0,6,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0.0,1.0,1066.6538000000003,51.0
39,2,1,5,0,1,0,0,0,2,644.5,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,1.0,1086.6538,47.0
43,2,2,6,0,0,1,1,3,2,380.0,3,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0.0,1.0,1093.8312,53.0
40,2,1,1,0,1,1,0,1,4,10.0,13,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,2.0,1094.3402,44.0
25,3,1,3,0,1,0,1,2,3,218.0,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,1.0,1094.0676,32.0
45,1,0,2,0,0,0,1,0,1,58.0,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0.0,0.0,1066.6538000000003,48.0
59,5,0,4,0,0,0,1,3,3,71.0,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0.0,0.0,1093.8324000000002,68.0
29,1,0,1,0,1,0,0,0,1,275.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,31.0
22,11,1,1,0,2,2,0,1,1,644.5,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0.0,2.5,1094.3408000000002,35.0
39,7,0,3,0,1,0,1,0,2,222.0,2,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,0.0,1.0,1066.6667000000002,49.0
51,3,0,3,0,1,0,1,2,2,561.0,9,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0.0,1.0,1094.0661,57.0
52,3,3,0,0,0,0,1,0,3,644.5,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0.0,0.0,1066.6463,58.0
59,8,0,4,1,0,0,1,5,4,383.0,4,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0.0,1.0,1086.9663,71.0
46,2,2,6,0,1,0,0,2,0,59.0,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,1.0,1094.0676,56.0
40,8,0,1,1,1,0,0,2,0,46.0,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0.0,2.0,1094.067,49.0
27,3,1,6,0,0,0,1,1,2,644.5,2,999,0,0,-1.7,94.055,-39.8,0.715,4991.6,0.0,0.0,1045.5620000000001,37.0
35,2,0,6,0,2,2,0,0,1,308.0,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,2.5,1086.6541,43.0
41,2,0,1,0,1,0,1,5,0,353.0,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0.0,1.0,1087.0173,44.0
46,3,2,2,1,0,0,1,8,2,179.0,5,999,2,1,-1.8,93.075,-47.1,1.445,5099.1,0.0,1.0,1066.7910000000002,53.0
35,2,0,1,0,1,0,1,4,3,194.0,1,4,1,2,-3.4,92.431,-26.949999999999992,0.754,5017.5,0.0,1.0,1049.9417,38.0
30,1,1,1,0,2,2,0,1,4,644.5,9,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,2.5,1094.3402,33.0
47,2,0,1,0,1,1,1,3,3,644.5,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0.0,2.0,1093.8312,50.0
43,4,0,5,0,1,0,0,0,1,324.0,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,1.0,1086.6538,52.0
36,6,0,6,0,0,0,1,7,3,148.0,1,999,2,1,-1.8,93.369,-34.8,0.654,5008.7,0.0,0.0,1048.6207,48.0
36,4,1,6,1,0,0,0,0,4,128.0,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,47.0
55,3,2,3,0,1,0,0,1,4,220.0,6,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,1.0,1094.3402,63.0
35,3,0,2,0,0,0,0,1,1,92.0,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0.0,0.0,1094.3408000000002,40.0
36,8,2,0,0,0,0,0,1,4,644.5,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,0.0,1094.3402,46.0
48,1,2,1,1,0,0,1,8,3,235.0,2,999,1,1,-1.8,93.075,-47.1,1.41,5099.1,0.0,1.0,1066.7805,52.0
47,3,0,0,0,0,0,1,2,0,95.0,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0.0,0.0,1094.067,50.0
48,3,0,3,0,0,0,0,0,1,284.0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,54.0
29,2,1,6,0,1,0,1,3,3,299.0,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,1.0,1093.8309000000002,38.0
49,4,0,4,0,1,0,1,2,3,92.0,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,1.0,1094.0676,57.0
53,4,0,4,0,1,1,1,7,0,109.0,1,999,1,1,-1.8,93.369,-34.8,0.646,5008.7,0.0,2.0,1048.6183,61.0
32,3,0,1,0,1,0,1,0,2,394.0,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0.0,1.0,1066.6508000000001,36.0
66,9,2,5,1,1,0,1,0,2,82.0,2,999,1,1,-1.8,92.893,-46.2,1.27,5099.1,0.0,2.0,1066.6475000000003,75.0
45,3,0,3,1,0,0,0,0,2,121.0,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,1.0,1086.6538,51.0
51,4,0,4,1,0,0,0,0,3,337.0,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0.0,1.0,1086.655,59.0
26,7,0,3,0,1,1,1,0,3,217.0,2,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,0.0,2.0,1066.6646,36.0
38,2,0,1,0,1,0,0,0,3,260.0,5,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0.0,1.0,1086.6535000000001,41.0
35,1,0,4,0,1,0,1,8,3,218.0,2,6,1,2,-1.8,93.749,-34.6,0.644,5008.7,0.0,1.0,1048.8077,40.0
26,2,1,6,0,1,1,1,0,0,9.0,7,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,0.0,2.0,1066.6562000000001,35.0
24,1,1,4,0,1,0,1,2,2,185.0,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,1.0,1094.0676,30.0
29,8,1,6,0,1,1,1,9,2,95.0,2,999,0,0,-1.1,94.199,-37.5,0.886,4963.6,0.0,2.0,1040.0853000000002,44.0
31,3,0,3,0,1,1,1,5,0,257.0,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0.0,2.0,1087.0173,37.0
36,3,2,3,1,1,0,0,0,1,170.0,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0.0,2.0,1066.6697000000001,44.0
56,5,2,1,0,1,0,0,2,4,9.0,1,999,0,0,-1.7,94.215,-40.3,0.896,4991.6,0.0,1.0,1045.6963,64.0
35,4,1,4,0,1,0,1,2,1,360.0,1,11,2,2,-1.7,94.215,-40.3,0.835,4991.6,0.0,1.0,1045.678,44.0
33,1,0,1,1,1,0,0,1,0,393.0,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0.0,2.0,1094.3120000000001,35.0
46,2,0,1,0,1,1,1,0,0,196.0,3,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0.0,2.0,1066.6397000000002,49.0
50,3,0,3,0,0,0,1,3,0,66.0,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,0.0,1093.8309000000002,56.0
42,1,0,1,0,1,0,0,0,1,137.0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,44.0
52,2,0,6,0,1,0,1,3,2,261.0,1,999,0,0,-1.7,94.027,-38.3,0.9,4991.6,0.0,1.0,1045.6035000000002,60.0
31,3,0,3,1,1,0,1,8,3,176.0,3,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0.0,2.0,1066.7805,37.0
55,5,0,1,0,1,1,1,1,4,186.0,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,0.0,2.0,1062.1019000000001,61.0
41,2,2,1,0,1,0,1,5,4,199.0,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0.0,1.0,1086.9663,46.0
31,1,2,1,0,1,0,1,8,0,97.0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0.0,1.0,1066.7790000000002,35.0
51,6,2,6,0,0,0,0,0,1,269.0,10,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,65.0
53,3,0,5,0,0,0,1,3,0,115.0,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0.0,0.0,1093.833,61.0
54,3,0,0,0,0,0,1,0,0,191.0,3,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0.0,0.0,1066.6727,57.0
50,1,0,1,0,1,0,1,3,0,54.0,15,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0.0,1.0,1093.8315000000002,52.0
34,2,0,6,1,0,0,1,3,1,146.0,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0.0,1.0,1093.8324000000002,42.0
30,2,0,6,1,1,0,1,3,0,142.0,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,2.0,1093.8309000000002,38.0
44,3,0,2,0,0,0,1,8,0,428.0,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0.0,0.0,1066.7790000000002,49.0
37,3,0,4,0,1,0,0,0,1,160.0,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,44.0
33,8,0,6,0,1,0,0,0,1,50.0,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,1.0,1086.6538,47.0
46,1,0,1,0,0,0,1,8,0,53.0,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0.0,0.0,1066.7790000000002,48.0
57,5,0,4,1,0,1,1,2,1,644.5,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,2.0,1094.0676,66.0
30,3,0,3,1,0,0,1,0,2,155.0,1,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0.0,1.0,1066.6508000000001,36.0
35,8,0,1,0,0,0,1,2,0,187.0,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0.0,0.0,1094.067,44.0
36,10,1,3,1,1,1,1,0,3,75.0,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0.0,2.5,1066.6463,50.0
31,2,1,6,0,0,1,1,0,3,546.0,3,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0.0,1.0,1066.6463,40.0
30,3,0,3,0,1,0,0,0,0,123.0,14,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,36.0
56,0,0,3,0,0,0,1,5,3,86.0,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0.0,0.0,1086.9828,59.0
53,10,0,5,0,1,0,1,5,2,21.0,10,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0.0,1.0,1086.996,68.0
43,4,1,4,0,2,2,0,1,3,104.0,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0.0,2.5,1094.3408000000002,52.0
26,2,2,3,0,0,0,1,2,0,489.0,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0.0,0.0,1094.067,33.0
29,4,1,6,0,1,0,1,3,4,204.0,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,1.0,1093.8309000000002,40.0
47,4,2,4,0,1,0,0,1,3,9.0,1,999,0,0,-1.7,94.055,-39.8,0.742,4991.6,0.0,1.0,1045.5701000000001,57.0
21,11,1,5,0,0,0,1,2,3,184.0,1,999,0,0,-1.7,94.215,-40.3,0.81,4991.6,0.0,0.0,1045.6705000000002,38.0
29,2,1,6,0,1,0,1,1,0,154.0,1,999,0,0,-2.9,92.963,-40.8,1.266,5076.2,0.0,1.0,1062.1013,38.0
32,2,0,1,0,0,0,0,1,0,142.0,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0.0,0.0,1094.3120000000001,35.0
31,3,0,3,0,0,1,0,0,2,582.0,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0.0,1.0,1086.6547,37.0
31,11,1,5,0,0,1,1,0,0,63.0,3,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0.0,1.0,1066.6727,48.0
54,0,0,0,1,0,0,1,2,0,125.0,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,1.0,1094.0676,54.0
35,1,1,4,1,0,0,0,0,2,314.0,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0.0,1.0,1086.6544000000001,41.0
58,5,0,0,1,0,0,0,1,3,327.0,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0.0,1.0,1094.3408000000002,63.0
54,6,0,6,0,1,0,1,0,4,173.0,1,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0.0,1.0,1066.6415000000002,66.0
46,8,0,3,1,0,0,0,0,0,529.0,3,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0.0,1.0,1086.6544000000001,57.0
37,2,0,4,1,1,0,1,5,2,37.0,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0.0,2.0,1086.996,43.0
35,3,0,5,0,1,0,0,0,0,85.0,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,43.0
39,0,0,6,0,1,0,0,0,2,536.0,7,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,45.0
51,2,1,6,1,1,1,1,5,4,53.0,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0.0,2.5,1086.9663,60.0
33,8,0,6,0,0,0,0,0,1,367.0,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,47.0
35,2,2,6,0,0,0,0,1,0,41.0,3,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0.0,0.0,1094.3405,45.0
30,3,2,2,0,0,0,1,2,1,76.0,3,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,0.0,1094.0673000000002,37.0
27,1,1,6,0,1,1,1,0,0,33.0,5,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0.0,2.0,1066.6397000000002,35.0
53,8,2,6,0,0,0,1,2,0,397.0,3,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0.0,0.0,1094.067,69.0
39,8,0,0,1,1,0,0,1,0,164.0,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0.0,2.0,1094.3408000000002,47.0
33,2,0,1,0,1,1,1,0,2,85.0,2,999,1,1,-1.8,92.893,-46.2,1.281,5099.1,0.0,2.0,1066.6508000000001,36.0
55,2,0,3,0,1,1,1,5,3,430.0,2,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0.0,2.0,1086.9828,60.0
45,9,0,5,0,0,0,0,1,4,61.0,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,0.0,1094.3402,59.0
54,1,2,1,0,0,0,0,1,0,113.0,3,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0.0,0.0,1094.3120000000001,58.0
38,7,0,0,1,1,0,0,2,1,156.0,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,2.0,1094.0673000000002,45.0
59,9,0,5,1,0,0,0,0,1,113.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,73.0
59,5,0,0,0,1,0,1,9,1,458.0,1,999,0,0,-3.4,92.379,-29.8,0.77,5017.5,0.0,1.0,1049.9205,64.0
50,2,2,6,0,0,0,1,5,3,160.0,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0.0,0.0,1086.9828,60.0
37,0,0,0,1,1,0,1,3,1,176.0,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0.0,2.0,1093.8315000000002,37.0
55,4,2,4,1,0,0,0,1,3,644.5,1,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0.0,1.0,1094.3399000000002,65.0
38,4,0,6,0,1,0,0,9,3,173.0,1,999,3,1,-1.1,94.199,-37.5,0.884,4963.6,0.0,1.0,1040.0847,48.0
46,0,0,0,1,1,0,1,0,2,369.0,2,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0.0,2.0,1066.6508000000001,46.0
49,9,0,5,1,1,0,0,0,1,288.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,2.0,1086.6541,63.0
38,9,0,5,1,1,0,0,1,4,13.0,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0.0,2.0,1094.3402,52.0
46,3,0,0,1,0,0,0,0,0,338.0,2,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0.0,1.0,1066.6562000000001,49.0
32,6,0,1,0,0,0,0,1,1,206.0,1,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0.0,0.0,1094.3117000000002,39.0
45,3,1,3,0,1,1,1,5,0,61.0,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0.0,2.0,1087.0173,52.0
45,10,0,0,1,1,0,0,0,1,576.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,2.0,1086.6541,55.0
32,2,0,6,0,0,0,0,1,3,47.0,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0.0,0.0,1094.3123,40.0
34,3,0,1,0,0,0,0,0,2,407.0,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0.0,0.0,1086.6547,38.0
49,4,0,4,0,1,0,0,1,4,79.0,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0.0,1.0,1094.3426000000002,57.0
60,5,0,6,1,1,0,1,3,0,174.0,1,999,0,0,1.4,93.444,-36.1,4.97,5228.1,0.0,2.0,1093.833,71.0
40,1,0,1,0,0,0,0,1,4,392.0,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0.0,0.0,1094.3366,42.0
53,8,0,0,0,0,0,1,3,1,268.0,11,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,0.0,1093.8309000000002,61.0
45,1,2,5,0,1,0,0,0,1,644.5,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,1.0,1086.6541,53.0
39,4,0,6,1,1,0,1,3,3,88.0,18,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0.0,2.0,1093.8306000000002,49.0
31,2,2,6,0,0,0,0,0,0,53.0,5,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0.0,0.0,1086.6544000000001,41.0
34,2,1,6,0,1,0,1,8,1,255.0,7,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0.0,1.0,1066.7844000000002,43.0
34,1,0,1,0,1,0,1,5,3,640.0,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0.0,1.0,1086.9828,36.0
48,3,0,0,0,1,0,1,0,2,477.0,2,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0.0,1.0,1066.6667000000002,51.0
31,3,0,1,0,0,0,1,0,0,128.0,1,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0.0,0.0,1066.6397000000002,35.0
34,10,1,4,0,0,0,0,0,1,290.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,49.0
54,1,0,1,0,1,0,1,3,4,111.0,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,1.0,1093.8309000000002,56.0
29,2,1,6,0,0,0,1,3,2,130.0,6,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0.0,0.0,1093.8312,38.0
44,2,0,6,0,1,0,1,4,2,192.0,3,6,1,2,-3.4,92.431,-26.949999999999992,0.735,5017.5,0.0,1.0,1049.936,52.0
29,4,1,6,0,0,0,1,2,4,644.5,6,999,0,0,-2.9,92.469,-33.6,1.059,5076.2,0.0,0.0,1061.7922,40.0
31,2,1,6,0,1,0,1,3,0,317.0,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0.0,1.0,1093.8315000000002,40.0
38,1,0,1,1,0,0,1,0,0,171.0,2,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0.0,1.0,1066.6562000000001,40.0
48,10,1,6,0,1,0,1,2,1,644.5,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,1.0,1094.0673000000002,65.0
31,3,0,3,0,0,0,0,0,1,644.5,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,37.0
41,2,1,6,0,0,0,1,8,0,115.0,2,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0.0,0.0,1066.7790000000002,50.0
35,3,0,1,0,0,0,0,1,2,344.0,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0.0,0.0,1094.3117000000002,39.0
34,7,1,1,0,0,0,0,0,2,127.0,8,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0.0,0.0,1066.6508000000001,43.0
56,0,2,0,0,1,0,1,5,2,414.0,1,999,1,1,-3.4,92.649,-30.1,0.716,5017.5,0.0,1.0,1050.0393,58.0
66,0,0,0,0,0,1,1,2,1,296.0,1,999,1,1,-1.7,94.215,-40.3,0.876,4991.6,0.0,1.0,1045.6903000000002,66.0
56,6,0,6,0,0,0,0,1,3,403.0,5,999,0,0,1.4,94.465,-41.8,4.958,5228.1,0.0,0.0,1094.3399000000002,68.0
33,4,0,6,0,0,0,1,3,2,123.0,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0.0,0.0,1093.8321,43.0
30,4,0,4,0,1,0,1,3,1,205.0,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0.0,1.0,1093.8309000000002,38.0
30,2,1,1,0,0,0,1,8,3,75.0,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0.0,0.0,1066.7805,34.0
33,8,0,3,1,1,0,1,2,3,209.0,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0.0,2.0,1094.0679,44.0
33,4,1,4,0,0,0,1,2,1,96.0,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,0.0,1094.0673000000002,42.0
66,5,0,0,0,1,0,0,4,4,369.0,2,999,1,1,-1.1,94.601,-49.5,0.972,4963.6,0.0,1.0,1040.3121,71.0
30,2,1,6,0,0,0,0,0,2,25.0,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,0.0,1086.6538,39.0
31,2,1,1,0,1,0,1,2,2,644.5,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0.0,1.0,1094.0679,35.0
40,4,1,6,0,1,1,1,5,4,44.0,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0.0,2.0,1086.9663,51.0
28,6,0,2,0,0,1,1,1,1,111.0,1,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,0.0,1.0,1062.1001,36.0
34,3,0,2,0,0,0,1,0,2,127.0,1,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0.0,0.0,1066.6508000000001,39.0
24,4,1,6,0,0,0,1,2,2,141.0,4,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0.0,0.0,1094.0679,35.0
47,3,1,5,0,1,0,1,2,1,91.0,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,1.0,1094.0673000000002,56.0
30,6,0,6,0,1,0,1,8,3,271.0,1,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,0.0,1.0,1066.7670000000003,42.0
36,3,1,3,0,0,0,1,2,0,234.0,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,0.0,1094.0676,43.0
29,2,1,1,0,0,0,0,1,4,433.0,4,999,0,0,1.4,94.465,-41.8,4.947,5228.1,0.0,0.0,1094.3366,33.0
32,3,1,2,0,1,0,1,2,2,46.0,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0.0,1.0,1094.0661,38.0
36,6,1,6,0,1,0,1,0,2,38.0,1,999,2,1,-1.8,92.893,-46.2,1.334,5099.1,0.0,1.0,1066.6667000000002,49.0
27,3,1,3,0,2,2,1,2,0,182.0,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0.0,2.5,1094.0676,34.0
45,8,0,6,0,1,0,1,0,3,171.0,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0.0,1.0,1066.6463,59.0
51,10,1,3,0,1,0,1,0,2,396.0,3,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0.0,1.0,1066.6667000000002,65.0
31,7,0,6,0,1,0,1,3,2,186.0,11,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0.0,1.0,1093.8312,44.0
46,7,0,4,0,0,0,1,2,1,182.0,1,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,0.0,1094.0673000000002,57.0
42,0,0,1,0,0,0,0,0,1,205.0,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,0.0,1086.6538,43.0
39,2,0,1,0,0,0,0,0,2,211.0,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,42.0
71,5,0,3,0,1,1,1,2,4,230.0,6,999,0,0,-1.7,94.215,-40.3,0.896,4991.6,0.0,2.0,1045.6963,75.0
46,2,0,6,1,1,0,1,2,1,55.0,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0.0,2.0,1094.0673000000002,54.0
33,3,0,0,0,1,0,0,4,0,99.0,3,3,1,2,-3.4,92.431,-26.949999999999992,0.743,5017.5,0.0,1.0,1049.9384,36.0
43,3,0,0,1,1,0,1,0,1,325.0,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0.0,2.0,1066.6697000000001,46.0
46,2,0,1,0,1,0,1,3,3,91.0,11,999,0,0,1.4,93.444,-36.1,4.962,5228.1,0.0,1.0,1093.8306000000002,49.0
34,1,2,2,1,0,0,1,5,2,254.0,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0.0,1.0,1086.996,39.0
38,4,1,1,0,0,0,0,0,2,152.0,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0.0,0.0,1086.6541,44.0
25,11,1,1,0,0,0,1,1,0,485.0,2,999,0,0,-1.7,94.055,-39.8,0.72,4991.6,0.0,0.0,1045.5635000000002,38.0
52,3,0,0,0,0,0,1,8,2,358.0,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0.0,0.0,1066.7820000000002,55.0
40,2,0,1,0,0,0,1,2,3,228.0,2,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0.0,0.0,1094.0694,43.0
55,2,0,1,0,0,1,0,0,2,213.0,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0.0,1.0,1086.6547,58.0
27,3,0,3,0,1,1,0,0,1,274.0,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0.0,2.0,1086.6538,33.0
24,3,1,1,0,0,0,1,4,3,644.5,1,3,1,2,-1.1,94.601,-49.5,1.025,4963.6,0.0,0.0,1040.3280000000002,29.0
