contact,month,duration,pdays,previous,poutcome,emp.var.rate,cons.price.idx,euribor3m,nr.employed,economic_index
0.0,2.0,124.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
0.0,2.0,85.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,3.0,23.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,9.0,346.0,999.0,0.0,0.0,-3.4,92.379,0.773,5017.5,1049.9214
1.0,0.0,19.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,0.0,374.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
0.0,0.0,102.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,0.0,162.0,999.0,1.0,1.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,2.0,67.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,0.0,196.0,999.0,0.0,0.0,-1.8,92.893,1.313,5099.1,1066.6604000000002
1.0,1.0,259.0,999.0,0.0,0.0,-2.9,92.963,1.235,5076.2,1062.092
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.864,5191.0,1086.6562000000001
0.0,0.0,335.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,260.0,999.0,0.0,0.0,1.1,93.994,4.858,5191.0,1086.6544000000001
1.0,0.0,610.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
0.0,0.0,142.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,3.0,245.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,3.0,76.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,3.0,53.0,999.0,0.0,0.0,-2.9,92.201,0.849,5076.2,1061.5952
1.0,3.0,164.0,999.0,0.0,0.0,-2.9,92.201,0.873,5076.2,1061.6024
1.0,3.0,154.0,999.0,0.0,0.0,-2.9,92.201,0.873,5076.2,1061.6024
0.0,0.0,352.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,0.0,85.0,999.0,0.0,0.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,3.0,116.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,2.0,73.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,3.0,207.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,0.0,181.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
0.0,0.0,428.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,1.0,112.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
0.0,0.0,149.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
0.0,1.0,221.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
1.0,3.0,286.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,2.0,50.0,999.0,0.0,0.0,1.4,93.918,4.958,5228.1,1094.0664000000002
0.0,0.0,376.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,0.0,156.0,999.0,0.0,0.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,8.0,198.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,1.0,72.0,999.0,0.0,0.0,1.4,94.465,4.962,5228.1,1094.3411
0.0,0.0,96.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,2.0,177.0,999.0,0.0,0.0,1.4,93.918,4.957,5228.1,1094.0661
0.0,1.0,117.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
1.0,0.0,500.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,5.0,193.0,999.0,1.0,1.0,-0.1,93.2,4.153,5195.8,1087.0059
0.0,0.0,91.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,0.0,91.0,999.0,0.0,0.0,-1.8,92.893,1.299,5099.1,1066.6562000000001
1.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,3.0,425.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,8.0,223.0,999.0,0.0,0.0,-1.8,93.075,1.415,5099.1,1066.7820000000002
1.0,3.0,56.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
0.0,0.0,284.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,8.0,170.0,999.0,0.0,0.0,-1.8,93.075,1.415,5099.1,1066.7820000000002
1.0,5.0,644.5,999.0,0.0,0.0,-0.1,93.2,4.191,5195.8,1087.0173
0.0,9.0,569.0,999.0,0.0,0.0,-3.4,92.379,0.797,5017.5,1049.9286
0.0,1.0,52.0,999.0,0.0,0.0,1.4,94.465,4.958,5228.1,1094.3399000000002
1.0,8.0,69.0,999.0,1.0,1.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,1.0,60.0,999.0,0.0,0.0,1.4,94.465,4.967,5228.1,1094.3426000000002
1.0,0.0,541.0,999.0,1.0,1.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,3.0,239.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,3.0,299.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,0.0,212.0,999.0,0.0,0.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
0.0,0.0,258.0,999.0,0.0,0.0,1.1,93.994,4.859,5191.0,1086.6547
1.0,5.0,267.0,999.0,0.0,0.0,-0.1,93.2,4.153,5195.8,1087.0059
1.0,0.0,4.0,999.0,0.0,0.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
0.0,2.0,128.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
0.0,5.0,46.0,999.0,0.0,0.0,-0.1,93.2,4.153,5195.8,1087.0059
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,250.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
0.0,1.0,232.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,0.0,346.0,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
0.0,9.0,157.0,999.0,0.0,0.0,-1.1,94.199,0.879,4963.6,1040.0832
1.0,0.0,66.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
1.0,3.0,111.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,2.0,251.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,0.0,105.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
0.0,1.0,337.0,999.0,0.0,0.0,1.4,94.465,4.958,5228.1,1094.3399000000002
1.0,4.0,304.0,3.0,1.0,2.0,-1.1,94.601,1.032,4963.6,1040.3301000000001
0.0,1.0,477.0,999.0,0.0,0.0,1.4,94.465,4.961,5228.1,1094.3408000000002
0.0,5.0,150.0,999.0,0.0,0.0,-0.1,93.2,4.153,5195.8,1087.0059
1.0,9.0,644.5,999.0,0.0,0.0,-3.4,92.379,0.803,5017.5,1049.9304
0.0,0.0,25.0,999.0,0.0,0.0,-1.8,92.893,1.354,5099.1,1066.6727
1.0,3.0,137.0,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
0.0,0.0,202.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,0.0,229.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,3.0,81.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,0.0,106.0,999.0,2.0,1.0,-1.8,92.893,1.354,5099.1,1066.6727
0.0,1.0,644.5,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,0.0,242.0,999.0,0.0,0.0,-1.8,92.893,1.299,5099.1,1066.6562000000001
1.0,2.0,422.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
1.0,0.0,144.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
1.0,3.0,71.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
0.0,1.0,34.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
1.0,3.0,164.0,999.0,0.0,0.0,1.4,93.444,4.97,5228.1,1093.833
1.0,0.0,166.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
1.0,5.0,393.0,999.0,0.0,0.0,-3.4,92.649,0.715,5017.5,1050.039
0.0,0.0,265.0,999.0,0.0,0.0,1.1,93.994,4.864,5191.0,1086.6562000000001
1.0,2.0,542.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,0.0,127.0,12.0,1.0,2.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,1.0,134.0,999.0,0.0,0.0,-2.9,92.963,1.262,5076.2,1062.1001
0.0,0.0,7.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,3.0,163.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
0.0,0.0,104.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,1.0,410.0,999.0,0.0,0.0,1.4,94.465,4.958,5228.1,1094.3399000000002
1.0,2.0,198.0,999.0,0.0,0.0,1.4,93.918,4.968,5228.1,1094.0694
0.0,0.0,221.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
0.0,8.0,151.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,3.0,127.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,2.0,212.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,1.0,131.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,0.0,97.0,999.0,1.0,1.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,8.0,221.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,9.0,126.0,6.0,4.0,2.0,-1.1,94.199,0.883,4963.6,1040.0844000000002
1.0,8.0,175.0,999.0,0.0,0.0,-1.8,93.075,1.365,5099.1,1066.7670000000003
1.0,0.0,306.0,999.0,0.0,0.0,-1.8,92.893,1.291,5099.1,1066.6538000000003
0.0,1.0,9.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
1.0,2.0,257.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,1.0,590.0,999.0,0.0,0.0,1.4,94.465,4.866,5228.1,1094.3123
0.0,2.0,532.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
0.0,1.0,61.0,999.0,0.0,0.0,1.4,94.465,4.865,5228.1,1094.3120000000001
0.0,2.0,344.0,999.0,0.0,0.0,1.4,93.918,4.958,5228.1,1094.0664000000002
1.0,3.0,644.5,999.0,0.0,0.0,1.4,93.444,4.967,5228.1,1093.8321
1.0,8.0,176.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,0.0,313.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,2.0,184.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,0.0,212.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
0.0,1.0,228.0,999.0,0.0,0.0,1.4,94.465,4.865,5228.1,1094.3120000000001
1.0,0.0,85.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,3.0,291.0,3.0,2.0,2.0,-2.9,92.201,0.838,5076.2,1061.5919
0.0,0.0,291.0,999.0,0.0,0.0,-1.8,92.893,1.291,5099.1,1066.6538000000003
0.0,0.0,130.0,999.0,0.0,0.0,1.1,93.994,4.859,5191.0,1086.6547
1.0,2.0,92.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
0.0,0.0,263.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,3.0,222.0,999.0,0.0,0.0,1.4,93.444,4.966,5228.1,1093.8318000000002
1.0,5.0,644.5,999.0,0.0,0.0,-0.1,93.2,4.021,5195.8,1086.9663
1.0,3.0,644.5,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
1.0,2.0,103.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,5.0,43.0,999.0,0.0,0.0,-0.1,93.2,4.12,5195.8,1086.996
0.0,1.0,112.0,999.0,0.0,0.0,1.4,94.465,4.961,5228.1,1094.3408000000002
1.0,5.0,385.0,999.0,0.0,0.0,-0.1,93.2,4.076,5195.8,1086.9828
1.0,3.0,68.0,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
1.0,3.0,491.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,0.0,293.0,3.0,1.0,2.0,-1.8,92.893,1.354,5099.1,1066.6727
1.0,2.0,445.0,999.0,0.0,0.0,-2.9,92.469,1.044,5076.2,1061.7877
0.0,0.0,194.0,999.0,0.0,0.0,1.1,93.994,4.858,5191.0,1086.6544000000001
1.0,2.0,67.0,999.0,0.0,0.0,1.4,93.918,4.957,5228.1,1094.0661
1.0,2.0,545.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,8.0,452.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,8.0,197.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,2.0,48.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,1.0,644.5,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,0.0,248.0,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,0.0,195.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,0.0,644.5,999.0,0.0,0.0,-1.8,92.893,1.313,5099.1,1066.6604000000002
1.0,8.0,636.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,5.0,644.5,999.0,0.0,0.0,-0.1,93.2,4.076,5195.8,1086.9828
1.0,8.0,330.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,3.0,339.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,2.0,54.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,1.0,129.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
1.0,8.0,166.0,999.0,4.0,1.0,-1.8,93.749,0.645,5008.7,1048.808
1.0,0.0,16.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,2.0,303.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,601.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,2.0,164.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,148.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,0.0,166.0,999.0,1.0,1.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
0.0,1.0,103.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
0.0,2.0,11.0,999.0,0.0,0.0,1.4,93.918,4.968,5228.1,1094.0694
0.0,1.0,16.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
1.0,2.0,223.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
0.0,1.0,72.0,999.0,0.0,0.0,1.4,94.465,4.959,5228.1,1094.3402
0.0,0.0,177.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,3.0,180.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
0.0,3.0,85.0,999.0,0.0,0.0,1.4,93.444,4.962,5228.1,1093.8306000000002
1.0,3.0,304.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,0.0,72.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,0.0,644.5,12.0,1.0,2.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,2.0,27.0,999.0,0.0,0.0,1.4,93.918,4.968,5228.1,1094.0694
0.0,5.0,184.0,999.0,0.0,0.0,-0.1,93.2,4.191,5195.8,1087.0173
1.0,0.0,41.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
1.0,3.0,252.0,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
1.0,3.0,140.0,999.0,0.0,0.0,1.4,93.444,4.966,5228.1,1093.8318000000002
1.0,0.0,244.0,999.0,0.0,0.0,-1.8,92.893,1.281,5099.1,1066.6508000000001
0.0,0.0,225.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,3.0,195.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,3.0,95.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,1.0,213.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
1.0,2.0,144.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,121.0,999.0,1.0,1.0,-1.8,92.893,1.281,5099.1,1066.6508000000001
1.0,0.0,195.0,999.0,0.0,0.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,5.0,600.0,999.0,1.0,1.0,-0.1,93.2,4.153,5195.8,1087.0059
1.0,2.0,58.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,0.0,156.0,999.0,0.0,0.0,-1.8,92.893,1.244,5099.1,1066.6397000000002
1.0,5.0,79.0,999.0,1.0,1.0,-0.1,93.2,4.191,5195.8,1087.0173
0.0,2.0,194.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
0.0,1.0,62.0,999.0,0.0,0.0,1.4,94.465,4.961,5228.1,1094.3408000000002
1.0,2.0,150.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,3.0,109.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,3.0,644.5,0.0,3.0,2.0,-1.7,94.027,0.9,4991.6,1045.6035000000002
1.0,2.0,82.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,1.0,347.0,5.0,1.0,2.0,-1.7,94.055,0.702,4991.6,1045.5581000000002
1.0,8.0,240.0,999.0,1.0,1.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,8.0,48.0,999.0,0.0,0.0,-1.8,93.075,1.415,5099.1,1066.7820000000002
1.0,2.0,250.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,2.0,100.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,3.0,62.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,8.0,644.5,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,2.0,211.0,999.0,0.0,0.0,1.4,93.918,4.966,5228.1,1094.0688
0.0,0.0,251.0,999.0,0.0,0.0,1.1,93.994,4.859,5191.0,1086.6547
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,5.0,57.0,999.0,0.0,0.0,-0.1,93.2,4.191,5195.8,1087.0173
1.0,3.0,644.5,999.0,0.0,0.0,1.4,93.444,4.965,5228.1,1093.8315000000002
0.0,1.0,81.0,999.0,0.0,0.0,1.4,94.465,4.967,5228.1,1094.3426000000002
1.0,8.0,287.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
0.0,0.0,376.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,3.0,286.0,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
1.0,2.0,224.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,2.0,206.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
0.0,6.0,343.0,999.0,0.0,0.0,-3.0,92.713,0.715,5023.5,1051.271
1.0,0.0,117.0,999.0,0.0,0.0,-1.8,92.893,1.25,5099.1,1066.6415000000002
1.0,0.0,82.0,999.0,0.0,0.0,-1.8,92.893,1.299,5099.1,1066.6562000000001
0.0,0.0,203.0,999.0,0.0,0.0,1.1,93.994,4.86,5191.0,1086.655
1.0,0.0,76.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,2.0,81.0,999.0,0.0,0.0,1.4,93.918,4.963,5228.1,1094.0679
1.0,3.0,122.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,1.0,129.0,999.0,0.0,0.0,1.4,94.465,4.962,5228.1,1094.3411
1.0,0.0,239.0,999.0,0.0,0.0,-1.8,92.893,1.291,5099.1,1066.6538000000003
1.0,0.0,644.5,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,2.0,175.0,999.0,0.0,0.0,-1.7,94.215,0.793,4991.6,1045.6654
0.0,0.0,337.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,243.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,8.0,52.0,999.0,0.0,0.0,-1.8,93.075,1.405,5099.1,1066.7790000000002
1.0,2.0,187.0,999.0,0.0,0.0,-1.7,94.215,0.87,4991.6,1045.6885000000002
1.0,6.0,274.0,8.0,1.0,2.0,-3.0,92.713,0.72,5023.5,1051.2725
1.0,3.0,508.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
0.0,1.0,145.0,999.0,0.0,0.0,1.4,94.465,4.865,5228.1,1094.3120000000001
0.0,0.0,366.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
1.0,1.0,133.0,999.0,1.0,1.0,-2.9,92.963,1.235,5076.2,1062.092
0.0,1.0,405.0,999.0,0.0,0.0,1.4,94.465,4.96,5228.1,1094.3405
1.0,0.0,94.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,9.0,89.0,3.0,1.0,2.0,-3.4,92.379,0.77,5017.5,1049.9205
1.0,8.0,285.0,999.0,0.0,0.0,-1.8,93.075,1.41,5099.1,1066.7805
1.0,2.0,153.0,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,0.0,278.0,999.0,0.0,0.0,-1.8,92.893,1.344,5099.1,1066.6697000000001
0.0,2.0,248.0,999.0,0.0,0.0,1.4,93.918,4.958,5228.1,1094.0664000000002
1.0,5.0,296.0,6.0,1.0,2.0,-0.1,93.2,4.153,5195.8,1087.0059
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.859,5191.0,1086.6547
1.0,0.0,151.0,999.0,0.0,0.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
0.0,0.0,144.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,3.0,453.0,999.0,1.0,1.0,-1.7,94.027,0.9,4991.6,1045.6035000000002
1.0,3.0,77.0,999.0,0.0,0.0,1.4,93.444,4.962,5228.1,1093.8306000000002
1.0,0.0,207.0,999.0,1.0,1.0,-1.8,92.893,1.334,5099.1,1066.6667000000002
1.0,3.0,97.0,999.0,0.0,0.0,1.4,93.444,4.966,5228.1,1093.8318000000002
1.0,0.0,176.0,999.0,1.0,1.0,-1.8,92.893,1.291,5099.1,1066.6538000000003
1.0,3.0,188.0,999.0,0.0,0.0,1.4,93.444,4.966,5228.1,1093.8318000000002
0.0,1.0,341.0,999.0,0.0,0.0,1.4,94.465,4.864,5228.1,1094.3117000000002
0.0,0.0,216.0,999.0,0.0,0.0,1.1,93.994,4.856,5191.0,1086.6538
1.0,5.0,99.0,999.0,0.0,0.0,-0.1,93.2,4.191,5195.8,1087.0173
1.0,5.0,122.0,999.0,3.0,1.0,-3.4,92.649,0.714,5017.5,1050.0387
1.0,0.0,400.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,5.0,644.5,999.0,0.0,0.0,-0.1,93.2,4.12,5195.8,1086.996
1.0,0.0,478.0,999.0,0.0,0.0,-1.8,92.893,1.313,5099.1,1066.6604000000002
1.0,2.0,151.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,2.0,70.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
1.0,0.0,104.0,999.0,0.0,0.0,-1.8,92.893,1.266,5099.1,1066.6463
1.0,0.0,566.0,999.0,0.0,0.0,-1.8,92.893,1.259,5099.1,1066.6442000000002
1.0,2.0,106.0,999.0,0.0,0.0,1.4,93.918,4.968,5228.1,1094.0694
1.0,3.0,129.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
1.0,3.0,164.0,999.0,0.0,0.0,1.4,93.444,4.964,5228.1,1093.8312
1.0,5.0,90.0,999.0,1.0,1.0,-0.1,93.2,4.191,5195.8,1087.0173
1.0,5.0,57.0,999.0,1.0,1.0,-0.1,93.2,4.12,5195.8,1086.996
0.0,0.0,389.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,3.0,133.0,999.0,0.0,0.0,1.4,93.444,4.968,5228.1,1093.8324000000002
1.0,3.0,52.0,999.0,0.0,0.0,1.4,93.444,4.963,5228.1,1093.8309000000002
0.0,0.0,550.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,0.0,644.5,999.0,0.0,0.0,-1.8,92.893,1.291,5099.1,1066.6538000000003
0.0,0.0,184.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
1.0,2.0,289.0,999.0,0.0,0.0,1.4,93.918,4.961,5228.1,1094.0673000000002
0.0,0.0,30.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,0.0,8.0,999.0,0.0,0.0,1.1,93.994,4.855,5191.0,1086.6535000000001
0.0,0.0,83.0,999.0,0.0,0.0,1.1,93.994,4.857,5191.0,1086.6541
0.0,2.0,282.0,999.0,0.0,0.0,1.4,93.918,4.962,5228.1,1094.0676
0.0,0.0,644.5,999.0,0.0,0.0,1.1,93.994,4.864,5191.0,1086.6562000000001
1.0,2.0,644.5,999.0,0.0,0.0,1.4,93.918,4.96,5228.1,1094.067
1.0,0.0,644.5,999.0,0.0,0.0,-1.8,92.893,1.327,5099.1,1066.6646
1.0,0.0,114.0,999.0,1.0,1.0,-1.8,92.893,1.313,5099.1,1066.6604000000002
