age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,recent_contact,financial_risk,economic_index,demographic
39,3,0,3,1,0,0,0,0,3,285,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,1,1086.6535000000001,45
32,2,1,6,0,1,0,1,1,3,89,2,999,0,0,-2.9,92.963,-40.8,1.26,5076.2,0,1,1062.0995,41
44,9,0,2,0,0,0,0,0,3,207,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,0,1086.6535000000001,55
36,2,0,1,1,0,0,1,0,0,11,14,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,1,1066.6397000000002,39
45,4,1,4,0,1,0,1,5,3,102,4,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,1086.9828,54
37,4,0,6,0,1,0,1,3,0,187,1,4,1,2,-2.9,92.201,-31.4,0.884,5076.2,1,1,1061.6057,47
48,4,0,4,1,0,0,1,3,3,112,8,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,56
26,3,0,3,0,1,0,1,0,1,256,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,1,1066.6538000000003,32
40,2,1,1,1,0,0,0,0,2,261,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,44
42,3,0,3,1,0,0,0,2,4,61,4,999,0,0,1.4,93.918,-42.7,4.959,5228.1,0,1,1094.0667,48
47,4,0,4,1,1,0,0,0,0,197,4,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,2,1086.6544000000001,55
43,8,0,6,0,1,0,1,3,2,217,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,1,1093.8312,57
53,4,0,4,0,1,1,0,0,1,92,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1086.6541,61
42,4,0,4,0,0,0,1,0,0,377,1,999,0,0,-1.8,92.893,-46.2,1.264,5099.1,0,0,1066.6457000000003,50
29,8,0,6,0,0,0,1,0,1,376,2,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,0,1066.6463,43
49,2,2,6,0,0,0,1,3,2,128,1,999,0,0,1.4,93.444,-36.1,4.967,5228.1,0,0,1093.8321,59
33,3,0,2,0,1,0,1,2,1,702,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,1094.0673000000002,38
53,3,0,3,1,1,1,0,0,2,615,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,3,1086.6538,59
35,2,2,1,0,1,0,0,0,2,24,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,40
35,6,0,6,0,1,1,0,5,2,377,3,0,2,2,-0.1,93.2,-42.0,4.12,5195.8,2,2,1086.996,47
49,2,2,1,0,0,0,1,2,0,21,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1094.067,54
57,4,0,1,0,1,0,1,8,2,82,1,999,1,1,-1.8,93.075,-47.1,1.415,5099.1,0,1,1066.7820000000002,62
38,3,1,1,1,0,0,1,2,3,147,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,43
36,10,0,3,0,0,0,0,0,2,668,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1086.6547,49
42,2,2,6,0,1,0,1,3,3,294,1,999,0,0,-2.9,92.201,-31.4,0.829,5076.2,0,1,1061.5892,52
29,2,1,6,0,0,0,0,0,4,98,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,38
41,3,0,3,0,0,0,0,1,0,14,20,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,0,1094.3405,47
39,8,0,0,1,0,0,0,1,0,87,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,1094.3408000000002,47
35,3,2,1,0,1,0,1,0,1,187,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,1,1066.6697000000001,41
55,4,0,4,1,0,0,1,2,0,240,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,1,1094.067,63
29,3,1,2,0,1,0,0,1,3,83,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,1,1094.3123,35
37,2,0,6,0,1,0,1,5,4,124,2,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0,1,1086.9663,45
31,9,1,1,0,0,0,1,0,0,140,5,6,2,2,-1.8,93.876,-40.0,0.701,5008.7,2,0,1048.8883,42
36,2,2,1,0,1,0,0,0,0,84,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,41
29,2,1,6,1,0,0,1,3,4,97,2,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,38
57,5,0,3,0,1,0,1,3,0,342,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,1093.8315000000002,65
24,2,1,1,1,1,0,1,2,3,470,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,2,1094.0664000000002,28
45,0,0,4,1,1,0,0,0,1,1597,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1086.6541,49
51,1,0,1,1,1,0,0,0,4,85,1,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,2,1086.6562000000001,53
26,7,0,1,0,1,0,1,2,4,474,7,999,0,0,-1.7,94.215,-40.3,0.822,4991.6,0,1,1045.6741000000002,34
39,4,0,4,0,2,2,1,2,2,68,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,4,1094.0679,47
32,4,0,6,0,1,0,1,3,0,157,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,1093.8315000000002,42
36,3,1,3,1,0,0,1,0,2,233,3,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,1,1066.6508000000001,43
50,3,0,3,0,1,1,1,3,0,68,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,2,1093.8309000000002,56
30,4,0,1,0,1,0,0,0,1,354,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,35
35,2,1,6,0,1,0,1,2,4,963,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,1094.0679,44
60,9,1,5,1,0,0,0,0,4,33,4,999,0,0,1.1,93.994,-36.4,4.864,5191.0,0,1,1086.6562000000001,75
47,4,0,4,0,1,0,1,2,3,30,33,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0,1,1094.0694,55
38,3,0,3,1,0,0,1,2,1,171,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,44
46,6,0,6,1,1,0,0,0,3,311,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,2,1086.655,58
48,1,1,1,0,1,0,1,8,0,1202,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,1066.7790000000002,51
35,2,0,4,0,0,0,1,5,2,616,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1086.996,41
46,2,0,1,0,0,0,0,1,3,428,1,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,0,1094.3123,49
44,4,2,4,1,1,0,1,3,3,239,6,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,2,1093.8309000000002,54
30,2,1,6,0,0,0,1,3,3,101,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,0,1093.8309000000002,39
35,3,0,2,0,0,0,1,5,1,348,1,999,0,0,-0.1,93.2,-42.0,4.153,5195.8,0,0,1087.0059,40
34,3,0,3,1,0,1,1,8,0,49,5,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,2,1066.7790000000002,40
28,2,1,6,0,0,0,0,0,0,108,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,37
34,4,0,4,0,1,0,1,8,0,122,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,1,1066.7790000000002,42
32,2,1,6,0,1,0,1,8,3,495,1,999,0,0,-1.8,93.075,-47.1,1.41,5099.1,0,1,1066.7805,41
45,3,0,0,1,0,0,0,0,2,154,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,48
44,2,2,1,0,1,1,1,2,2,70,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,2,1094.0679,49
64,0,0,0,0,0,0,0,6,3,208,1,999,0,0,-3.0,92.713,-33.0,0.714,5023.5,0,0,1051.2707,64
36,1,0,1,0,1,1,1,3,3,227,2,999,1,1,-2.9,92.201,-31.4,0.873,5076.2,0,2,1061.6024,38
41,6,0,6,0,0,0,0,2,2,300,5,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1094.0679,53
44,8,0,6,0,0,0,0,5,3,39,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1086.9828,58
35,3,0,1,1,0,0,1,8,0,29,3,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,1,1066.7790000000002,39
47,3,1,3,0,1,1,0,2,0,41,9,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,2,1094.067,54
46,10,0,6,0,1,0,0,0,0,105,11,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,1,1086.6544000000001,62
38,3,0,4,0,1,1,1,5,2,87,2,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,2,1086.996,45
55,2,0,0,0,0,0,0,1,3,137,4,999,0,0,1.4,94.465,-41.8,4.866,5228.1,0,0,1094.3123,57
32,3,1,1,0,0,0,0,1,1,956,3,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,0,1094.3117000000002,37
37,10,2,1,1,1,0,1,2,2,276,4,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,2,1094.0661,50
33,7,1,6,0,0,0,1,5,3,153,1,999,1,1,-0.1,93.2,-42.0,4.076,5195.8,0,0,1086.9828,47
32,4,0,4,0,1,0,1,0,0,246,1,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,1066.6562000000001,40
55,8,0,3,0,1,1,1,0,1,475,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,2,1066.6697000000001,66
26,4,1,4,0,1,0,1,1,1,163,2,3,1,2,-2.9,92.963,-40.8,1.262,5076.2,1,1,1062.1001,35
41,4,0,6,1,1,0,1,3,3,423,2,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0,2,1093.8312,51
39,1,0,1,1,0,0,0,0,1,218,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,41
35,2,1,6,0,0,0,0,0,1,133,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1086.6538,44
41,1,2,1,0,1,0,1,5,2,296,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,1086.996,45
49,2,1,6,0,1,0,1,0,1,147,1,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,1,1066.6463,58
32,3,0,0,0,0,0,1,0,1,463,3,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0,0,1066.6538000000003,35
34,2,1,6,0,1,0,1,0,3,92,3,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,1066.6646,43
30,1,0,1,0,1,0,0,0,2,249,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,1,1086.6547,32
28,1,0,5,0,0,0,0,0,2,98,2,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,0,1086.6547,34
41,3,0,3,0,1,0,0,1,4,13,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1094.3402,47
33,3,1,3,1,0,0,1,0,0,130,3,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,1,1066.6562000000001,40
30,8,1,6,0,1,0,1,8,3,331,1,999,1,1,-1.8,93.075,-47.1,1.435,5099.1,0,1,1066.7880000000002,45
39,4,1,6,0,1,0,1,0,4,150,1,999,0,0,-1.8,92.893,-46.2,1.259,5099.1,0,1,1066.6442000000002,50
42,8,0,6,0,0,0,1,8,1,133,2,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,0,0,1066.7844000000002,56
31,2,0,6,0,0,0,1,0,0,116,4,999,0,0,-1.8,92.893,-46.2,1.244,5099.1,0,0,1066.6397000000002,39
33,4,0,4,1,1,0,1,3,1,97,2,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,2,1093.8315000000002,41
33,6,0,6,0,1,0,0,0,1,316,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,45
33,3,2,3,0,0,0,1,8,0,10,6,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0,0,1066.7790000000002,41
31,1,1,2,0,0,0,0,1,2,533,3,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0,0,1094.3411,35
51,2,1,6,0,1,0,1,3,1,179,11,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,1,1093.8315000000002,60
59,4,0,0,1,1,1,1,2,3,709,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,3,1094.0676,63
46,2,1,6,0,0,0,1,0,0,269,1,999,1,1,-1.8,92.893,-46.2,1.264,5099.1,0,0,1066.6457000000003,55
30,4,0,4,0,0,1,0,1,0,169,1,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,1,1094.3405,38
46,3,0,1,0,1,0,1,0,1,675,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,1,1066.6697000000001,50
48,2,0,3,1,0,0,0,0,2,19,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,53
57,5,2,3,0,0,0,1,2,4,897,3,999,0,0,-2.9,92.469,-33.6,1.059,5076.2,0,0,1061.7922,67
49,0,0,0,1,1,0,1,2,1,226,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,49
29,3,1,1,1,1,0,0,0,2,74,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1086.6541,34
32,2,1,6,0,0,0,1,3,2,823,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1093.8315000000002,41
33,2,1,6,0,1,0,1,3,3,72,3,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,0,1,1061.6024,42
34,2,0,3,0,0,0,0,1,3,238,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1094.3408000000002,39
46,3,0,0,1,2,2,0,0,3,313,2,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,5,1086.655,49
27,2,1,3,0,1,1,1,0,3,167,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0,2,1066.6463,33
31,4,1,6,0,0,0,0,1,3,73,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1094.3408000000002,42
36,3,0,0,1,1,0,1,2,1,221,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,39
50,4,1,6,0,1,0,1,2,1,129,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,1094.0673000000002,61
34,3,0,2,1,0,0,0,1,0,75,7,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0,1,1094.3405,39
57,2,0,6,0,1,0,1,2,0,118,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,65
38,2,1,6,1,0,0,1,3,4,257,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,47
47,4,2,1,0,0,1,1,2,3,417,5,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,54
32,4,0,6,0,0,0,1,1,0,132,3,999,1,1,-1.7,94.055,-39.8,0.754,4991.6,0,0,1045.5737000000001,42
41,4,0,4,0,1,1,1,0,2,204,2,999,0,0,-1.8,92.893,-46.2,1.27,5099.1,0,2,1066.6475000000003,49
54,2,0,6,0,1,0,1,3,1,243,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,62
39,7,2,1,0,0,0,1,5,3,19,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,0,1086.9828,49
58,8,0,6,0,1,0,1,3,4,173,3,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0,1,1093.8318000000002,72
46,3,0,0,0,0,0,1,0,0,471,3,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,0,1066.6562000000001,49
44,2,0,6,0,0,0,1,8,3,172,1,999,0,0,-1.8,93.075,-47.1,1.406,5099.1,0,0,1066.7793000000001,52
31,3,0,0,1,1,0,1,2,2,790,2,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,2,1094.0679,34
38,2,0,1,0,1,0,1,3,0,106,1,999,1,1,-2.9,92.201,-31.4,0.821,5076.2,0,1,1061.5868,41
37,1,0,1,0,1,0,1,2,1,331,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,1094.0673000000002,39
34,3,0,0,1,1,0,1,0,4,1094,3,999,0,0,-1.8,92.893,-46.2,1.313,5099.1,0,2,1066.6604000000002,37
51,4,0,4,0,1,0,1,2,1,248,2,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,1,1094.0673000000002,59
31,2,0,1,0,0,0,0,0,0,313,2,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1086.6544000000001,34
31,10,3,6,0,1,0,0,4,3,157,4,999,1,1,-3.4,92.431,-26.9,0.722,5017.5,0,1,1049.9321,50
40,4,0,6,1,1,0,1,3,0,392,4,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,2,1093.8315000000002,50
36,3,0,3,0,1,0,1,0,1,415,1,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0,1,1066.6697000000001,42
67,5,0,6,0,1,0,0,8,3,126,4,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,0,1,1066.7880000000002,78
37,3,0,4,0,0,0,0,0,1,318,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,44
58,5,0,6,0,1,0,0,0,0,101,2,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0,1,1066.6727,69
34,6,1,3,0,1,0,0,0,3,84,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1086.655,44
30,2,1,6,0,0,0,0,0,0,222,6,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0,0,1066.6727,39
33,3,0,0,0,1,0,0,1,4,78,7,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1094.3402,36
42,1,0,1,0,0,0,1,0,4,551,1,999,1,1,-1.8,92.893,-46.2,1.25,5099.1,0,0,1066.6415000000002,44
34,4,0,4,0,1,0,0,0,1,132,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,42
36,3,0,2,0,0,0,1,5,2,130,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1086.996,41
35,10,0,1,0,1,0,1,5,0,131,2,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0,1,1087.0173,46
48,9,0,2,0,0,0,1,2,2,884,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,0,1094.0679,59
37,10,0,3,0,0,0,1,0,0,238,2,999,1,1,-1.8,92.893,-46.2,1.299,5099.1,0,0,1066.6562000000001,50
50,1,2,4,0,1,0,0,1,4,329,1,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,1,1094.3402,57
27,2,0,6,0,0,0,1,3,3,312,3,6,1,2,-1.7,94.027,-38.3,0.899,4991.6,1,0,1045.6032000000002,35
32,2,1,6,0,1,0,1,6,1,449,2,999,0,0,-3.0,92.713,-33.0,0.707,5023.5,0,1,1051.2686,41
44,1,2,1,0,0,0,0,0,3,71,5,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1086.655,48
46,4,0,4,0,0,1,0,1,4,197,3,999,0,0,1.4,94.465,-41.8,4.967,5228.1,0,1,1094.3426000000002,54
30,7,0,2,1,0,0,0,1,1,215,10,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1094.3117000000002,39
43,3,0,2,1,0,0,0,0,3,468,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0,1,1086.6535000000001,48
55,4,0,6,0,1,1,1,0,3,895,2,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,0,2,1066.6646,65
56,4,1,4,0,1,0,1,0,0,80,3,999,1,1,-1.8,92.893,-46.2,1.244,5099.1,0,1,1066.6397000000002,65
57,8,0,5,1,0,1,0,0,1,446,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,2,1086.6538,70
48,2,2,1,0,0,0,0,0,1,233,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,53
53,10,2,5,0,0,0,0,0,3,184,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,0,1086.655,70
55,4,0,4,0,1,1,0,1,4,61,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0,2,1094.3402,63
38,2,0,5,0,0,1,1,2,2,311,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0,1,1094.0679,45
55,3,0,0,0,0,0,1,2,0,199,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1094.067,58
43,4,2,4,1,1,0,0,8,0,18,5,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,2,1066.7790000000002,53
44,6,0,1,1,0,1,1,2,0,292,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,51
32,3,0,3,0,1,0,1,0,3,413,1,999,0,0,-1.8,92.893,-46.2,1.327,5099.1,0,1,1066.6646,38
40,2,0,1,1,0,0,0,0,3,131,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0,1,1086.655,43
30,3,0,3,0,0,0,0,0,0,215,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1086.6544000000001,36
31,2,1,4,0,0,0,1,2,1,173,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1094.0676,38
44,2,0,6,0,0,0,1,3,1,102,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,0,1093.8315000000002,52
35,8,0,6,0,1,0,1,2,3,628,1,999,0,0,1.4,93.918,-42.7,4.958,5228.1,0,1,1094.0664000000002,49
49,3,0,0,1,1,0,1,2,2,42,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,2,1094.0676,52
35,2,0,6,0,1,0,1,5,0,211,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0,1,1087.0173,43
48,2,0,6,0,0,0,1,5,2,128,7,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,0,1086.996,56
38,3,0,0,1,1,0,0,1,1,119,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,2,1094.3117000000002,41
41,10,1,0,0,0,0,0,0,2,430,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,52
44,2,1,6,0,1,0,1,5,2,132,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0,1,1086.996,53
56,2,0,6,0,2,2,1,2,4,41,1,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0,4,1094.0661,64
42,4,2,6,0,1,0,1,3,1,141,2,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,1,1093.8324000000002,54
35,2,1,6,0,0,0,0,2,1,42,1,999,0,0,-1.7,94.215,-40.3,0.797,4991.6,0,0,1045.6666000000002,44
61,5,0,1,0,1,0,1,0,0,104,5,999,0,0,-1.8,92.893,-46.2,1.354,5099.1,0,1,1066.6727,67
31,2,1,6,1,1,0,1,3,3,111,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,2,1093.8309000000002,40
48,4,1,6,1,1,0,0,0,4,40,5,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0,2,1086.6547,59
42,6,1,1,0,1,0,0,0,0,113,1,999,0,0,-1.8,93.876,-40.0,0.701,5008.7,0,1,1048.8883,50
42,5,0,3,1,1,0,0,0,2,198,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,2,1086.6541,50
53,5,2,3,0,0,0,0,2,0,313,16,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,0,1094.0676,63
35,2,0,6,0,1,0,1,8,0,176,1,999,0,0,-1.8,93.749,-34.6,0.642,5008.7,0,1,1048.8071,43
37,4,0,4,0,0,0,0,1,1,854,3,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,0,1094.3408000000002,45
25,3,1,1,1,1,0,1,0,0,23,1,999,0,0,-1.8,92.893,-46.2,1.299,5099.1,0,2,1066.6562000000001,30
33,3,0,3,0,2,2,0,0,2,97,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,4,1086.6538,39
36,2,0,6,1,1,0,1,3,1,121,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,2,1093.8309000000002,44
39,4,1,6,0,1,1,1,8,0,861,6,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0,2,1066.7790000000002,50
60,9,0,2,1,0,0,0,1,1,104,7,999,0,0,1.4,94.465,-41.8,4.864,5228.1,0,1,1094.3117000000002,71
57,5,0,6,0,0,0,0,0,1,116,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,68
46,6,0,6,0,1,0,1,5,3,466,1,999,0,0,-0.1,93.2,-42.0,4.076,5195.8,0,1,1086.9828,58
59,5,0,0,1,1,0,1,3,0,163,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0,2,1093.8315000000002,64
38,8,0,3,0,0,0,1,0,2,1130,2,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0,0,1066.6508000000001,49
31,2,0,6,0,1,0,1,3,1,154,1,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0,1,1093.8309000000002,39
28,4,1,6,0,1,1,1,4,2,166,2,999,0,0,-3.4,92.431,-26.9,0.742,5017.5,0,2,1049.9381,39
42,1,0,4,0,1,0,1,0,3,103,2,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,0,1,1066.6646,47
45,2,0,3,0,1,0,0,0,1,165,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,50
34,4,1,6,0,1,0,0,0,1,186,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,1,1086.6541,45
32,4,0,4,0,0,0,0,0,2,147,1,999,0,0,1.1,93.994,-36.4,4.858,5191.0,0,0,1086.6544000000001,40
33,8,0,3,0,1,0,0,0,2,48,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,1,1086.6538,44
36,2,0,6,1,0,0,1,3,3,111,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0,1,1093.8324000000002,44
57,1,0,5,0,1,0,1,5,4,56,2,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,1,1086.9663,63
37,3,0,3,1,1,0,0,0,2,148,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,2,1086.6538,43
26,2,0,1,0,1,0,0,1,1,266,2,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0,1,1094.3408000000002,29
29,4,0,4,0,0,0,0,0,1,128,6,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0,0,1086.6538,37
39,1,0,1,0,1,1,1,2,1,197,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0,2,1094.0673000000002,41
79,5,0,5,0,0,0,1,3,3,86,2,999,0,0,-2.9,92.201,-31.4,0.883,5076.2,0,0,1061.6054,89
35,3,0,3,0,0,0,0,0,0,63,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0,0,1086.6541,41
52,3,0,3,0,0,0,1,2,0,1434,5,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0,0,1094.067,58
49,2,0,5,0,0,0,1,5,4,288,1,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,0,0,1086.9663,56
42,2,1,1,0,0,1,1,2,4,295,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0,1,1094.0676,46
